"date","snow_height","degree_coverage","tmean","post_1","post_2","post_4","post_5","post_6","post_7","post_8","post_9","post_10","post_11","post_9387"
2014-01-13,54,10,-21.0,325,108,258,361,164,94,87,292,277,219,32
2014-01-14,54,10,-36.2,325,108,258,359,163,93,86,292,276,218,33
2014-01-15,54,10,-22.9,325,108,257,358,164,93,86,292,275,218,32
2014-01-16,55,10,-23.8,325,108,257,357,165,93,86,292,275,218,32
2014-01-17,55,10,-28.2,325,108,257,357,165,93,85,292,275,218,31
2014-01-18,55,10,-21.8,325,108,258,357,163,92,85,292,274,217,32
2014-01-19,56,10,-25.6,325,108,258,358,161,92,85,292,274,217,31
2014-01-20,57,10,-22.4,325,108,258,358,159,92,84,292,273,217,31
2014-01-21,58,10,-13.7,324,108,258,358,158,92,84,290,273,217,31
2014-01-22,61,10,-10.7,324,108,258,356,155,92,84,290,273,217,31
2014-01-23,61,10,-20.8,324,108,259,354,153,92,84,290,272,217,30
2014-01-24,61,10,-33.7,324,108,259,354,155,91,83,290,272,217,31
2014-01-25,61,10,-36.8,324,108,259,354,158,91,83,290,271,217,30
2014-01-26,61,10,-33.5,324,108,259,354,158,91,83,290,271,216,30
2014-01-27,61,10,-40.8,324,108,259,353,156,90,83,290,270,216,31
2014-01-28,61,10,-43.6,324,108,260,353,160,90,82,290,270,216,30
2014-01-29,61,10,-46.9,324,108,260,352,161,89,82,290,269,215,30
2014-01-30,61,10,-47.6,324,108,260,351,159,89,82,290,269,215,29
2014-01-31,61,10,-47.0,324,108,260,351,157,89,82,290,269,214,29
2014-02-01,60,10,-44.9,324,108,260,351,156,89,82,286,269,214,28
2014-02-02,59,10,-31.9,324,108,260,350,155,89,82,286,268,213,27
2014-02-03,60,10,-24.1,324,108,260,349,154,89,82,285,268,212,28
2014-02-04,60,10,-22.1,323,108,260,348,153,89,82,285,267,212,27
2014-02-05,60,10,-25.4,323,108,260,348,153,90,82,282,267,211,27
2014-02-06,60,10,-31.4,323,108,259,347,152,90,81,281,266,211,28
2014-02-07,60,10,-31.7,323,108,259,346,152,90,81,279,266,210,27
2014-02-08,60,10,-32.6,323,108,259,345,152,90,81,278,265,210,27
2014-02-09,60,10,-34.6,323,108,259,344,153,90,81,276,265,209,27
2014-02-10,60,10,-35.4,323,108,259,343,155,90,81,275,265,208,27
2014-02-11,60,10,-35.7,323,108,257,342,154,90,81,275,265,208,28
2014-02-12,60,10,-35.7,323,108,257,341,152,90,81,275,264,208,27
2014-02-13,60,10,-40.1,323,108,257,340,151,90,81,273,264,207,28
2014-02-14,60,10,-41.6,323,108,257,340,150,90,80,273,264,207,29
2014-02-15,60,10,-43.1,323,108,258,340,149,90,80,273,263,207,30
2014-02-16,60,10,-35.3,323,108,258,339,147,90,80,273,263,207,29
2014-02-17,60,10,-31.1,323,108,258,339,146,90,79,273,262,206,28
2014-02-18,61,10,-23.3,323,108,258,338,145,90,79,273,262,206,27
2014-02-19,62,10,-19.9,323,108,257,337,144,90,79,273,262,206,27
2014-02-20,62,10,-35.2,323,108,257,336,143,90,78,271,261,206,27
2014-02-21,63,10,-21.8,323,108,257,336,142,90,78,271,261,206,27
2014-02-22,63,10,-10.1,323,108,257,336,142,91,78,271,260,206,28
2014-02-23,64,10,-9.7,323,108,258,336,137,92,78,271,260,206,26
2014-02-24,64,10,-9.3,323,108,258,335,133,92,78,271,260,205,27
2014-02-25,64,10,-26.5,323,108,258,335,132,92,77,271,259,205,27
2014-02-26,64,10,-31.4,323,108,258,335,130,92,77,271,259,205,27
2014-02-27,64,10,-33.3,323,108,257,335,132,92,77,270,258,205,27
2014-02-28,64,10,-33.7,323,108,257,334,134,92,77,270,258,205,27
2014-03-01,64,10,-33.4,323,108,258,333,134,92,77,270,258,205,27
2014-03-02,64,10,-32.7,323,108,258,332,134,92,77,270,258,205,27
2014-03-03,64,10,-28.6,323,108,257,332,133,92,77,268,257,205,26
2014-03-04,64,10,-24.3,323,108,256,331,133,92,77,268,257,205,26
2014-03-05,64,10,-26.3,323,108,256,331,133,93,77,268,256,205,27
2014-03-06,64,10,-25.9,323,108,256,331,133,93,76,266,256,205,27
2014-03-07,64,10,-27.4,323,108,255,331,133,93,76,266,256,206,26
2014-03-08,64,10,-19.1,324,108,255,330,132,93,76,265,255,206,26
2014-03-09,64,10,-9.0,324,108,254,330,131,94,76,265,255,206,26
2014-03-10,66,10,-13.3,324,108,254,330,131,94,76,265,255,206,26
2014-03-11,66,10,-11.1,324,108,254,330,131,94,75,265,255,206,27
2014-03-12,66,10,-5.5,324,108,254,329,131,95,75,263,254,206,27
2014-03-13,65,10,-4.7,325,108,254,329,130,95,75,263,254,206,27
2014-03-14,65,10,-8.2,325,108,254,329,130,95,75,263,254,207,28
2014-03-15,65,10,-3.2,325,108,254,329,129,96,75,263,254,207,28
2014-03-16,65,10,-1.2,325,108,255,329,128,96,74,262,254,207,29
2014-03-17,65,10,-0.2,326,108,256,328,127,96,74,262,254,207,27
2014-03-18,65,10,-1.1,326,108,257,328,126,97,74,262,253,208,27
2014-03-19,65,10,-3.2,327,108,257,329,126,97,74,262,253,208,27
2014-03-20,61,10,3.4,327,108,257,329,128,97,74,261,253,208,28
2014-03-21,60,10,3.2,327,108,258,330,129,97,73,261,253,209,28
2014-03-22,59,10,1.0,327,108,259,330,130,97,73,261,253,209,29
2014-03-23,58,10,-0.6,327,108,259,330,132,98,73,261,253,209,29
2014-03-24,57,10,-2.7,328,108,259,330,133,98,73,261,253,210,29
2014-03-25,60,10,-5.2,328,108,259,331,129,98,72,261,253,210,31
2014-03-26,60,10,-2.2,328,108,259,331,124,98,72,262,254,210,30
2014-03-27,60,10,-8.8,328,108,259,331,124,98,72,262,254,210,29
2014-03-28,60,10,-3.4,329,108,259,331,126,98,72,262,255,211,30
2014-03-29,64,10,-4.0,329,108,260,331,120,98,71,263,255,211,29
2014-03-30,63,10,-10.8,329,108,261,331,125,98,71,263,255,211,30
2014-03-31,63,10,-9.9,329,108,261,331,126,98,71,263,255,211,31
2014-04-01,62,10,-7.1,329,108,261,332,128,98,71,263,255,211,32
2014-04-02,61,10,4.4,330,108,261,332,130,98,70,263,256,213,31
2014-04-03,57,10,1.9,330,108,261,332,130,98,70,265,256,214,31
2014-04-04,57,10,5.5,331,108,262,332,135,98,69,266,257,215,32
2014-04-05,52,10,5.5,331,108,262,332,138,98,69,266,258,216,32
2014-04-06,50,10,5.8,332,108,263,333,139,98,68,270,258,217,32
2014-04-07,40,10,-0.5,332,108,264,334,137,98,68,272,258,217,34
2014-04-08,33,10,1.7,332,108,265,335,136,98,68,275,259,218,34
2014-04-09,31,10,3.6,333,108,265,335,135,98,69,276,260,220,35
2014-04-10,29,10,6.8,334,108,266,336,140,98,69,280,261,223,39
2014-04-11,24,10,9.5,334,108,269,336,150,98,69,286,263,224,49
2014-04-12,21,10,0.9,334,108,270,337,147,98,69,286,265,223,61
2014-04-13,19,10,-6.4,335,108,272,338,137,98,70,286,267,223,71
2014-04-14,18,9,-5.6,335,108,276,339,130,98,70,287,268,224,79
2014-04-15,18,9,-1.0,335,108,289,340,130,98,71,290,270,225,89
2014-04-16,18,9,1.3,335,108,297,343,135,98,71,292,271,227,102
2014-04-17,17,8,4.7,335,108,314,344,141,98,72,295,273,229,115
2014-04-18,15,7,5.6,336,156,322,344,148,98,72,299,276,234,130
2014-04-19,12,7,4.3,338,220,333,345,172,98,75,303,280,239,144
2014-04-20,10,7,2.7,369,279,394,350,186,101,89,308,284,250,180
2014-04-21,8,6,2.8,379,336,503,362,193,131,105,309,293,260,230
2014-04-22,5,10,3.7,393,372,771,387,180,159,133,310,306,265,254
2014-04-23,2,10,-0.2,425,374,943,419,164,184,207,318,324,263,480
2014-04-24,1,6,-1.9,425,382,1012,482,157,201,271,323,351,253,338
2014-04-25,1,5,5.0,425,384,1065,516,148,222,371,337,405,248,343
2014-04-26,0,4,7.0,487,373,960,515,147,239,799,409,471,243,375
2014-04-27,0,3,11.2,498,393,259,488,156,277,765,532,526,254,405
2014-04-28,0,2,6.6,509,455,259,473,164,354,716,596,984,266,445
2014-04-29,1,10,0.1,614,488,260,495,144,427,703,263,255,264,483
2014-04-30,0,2,-1.8,684,572,940,545,140,472,734,1011,255,251,535
2014-05-01,0,2,-1.7,738,490,928,586,138,472,742,1138,255,242,545
2014-05-02,0,2,0.4,749,465,909,763,147,459,743,263,256,231,500
2014-05-03,0,2,7.2,753,456,878,799,152,442,769,265,256,240,458
2014-05-04,0,2,13.3,745,452,858,787,175,439,787,266,257,273,396
2014-05-05,0,1,11.4,807,460,881,536,373,493,839,266,258,246,355
2014-05-06,0,1,12.0,892,491,943,616,312,650,975,270,258,282,393
2014-05-07,0,1,2.9,982,542,1006,706,350,748,1223,272,258,266,445
2014-05-08,0,1,5.3,1039,587,983,705,402,806,1238,275,1153,257,491
2014-05-09,0,0,13.8,1062,552,953,652,403,801,1267,276,1169,259,511
2014-05-10,0,0,11.9,1028,539,959,612,402,784,1273,1105,1180,265,506
2014-05-11,0,0,2.0,1023,546,955,591,397,769,1288,1100,1184,246,492
2014-05-12,0,7,2.0,946,552,932,571,372,760,1253,1090,1171,237,477
2014-05-13,0,0,3.4,863,534,882,532,321,735,1157,1065,1137,231,456
2014-05-14,0,0,6.1,819,509,836,500,266,689,1098,1026,1083,237,414
2014-05-15,0,0,7.8,757,488,808,501,242,634,1053,998,1052,262,381
2014-05-16,0,0,10.5,705,466,774,547,259,603,1031,993,1055,275,352
2014-05-17,0,0,10.2,663,455,755,585,275,589,1003,1007,1081,278,319
2014-05-18,0,0,8.6,636,447,740,614,299,531,998,1027,1102,274,291
2014-05-19,0,0,3.2,629,442,718,624,275,482,980,1023,1086,263,266
2014-05-20,0,0,1.2,602,436,685,584,219,463,918,979,1024,245,254
2014-05-21,0,0,1.4,582,405,650,528,189,449,843,910,928,239,251
2014-05-22,3,10,2.2,557,378,623,487,189,430,728,838,859,238,252
2014-05-23,0,0,7.6,529,358,624,469,196,439,656,793,813,246,239
2014-05-24,0,0,6.8,528,340,663,484,198,465,632,768,791,253,223
2014-05-25,0,0,7.9,598,329,687,525,197,501,759,749,797,266,222
2014-05-26,0,0,6.1,710,334,723,550,196,516,889,758,843,263,242
2014-05-27,0,0,4.8,753,330,742,562,191,524,950,810,919,248,261
2014-05-28,0,0,5.3,725,330,729,546,186,511,906,851,945,239,274
2014-05-29,0,0,6.2,658,316,701,505,185,495,871,856,931,237,274
2014-05-30,0,0,6.3,634,301,672,472,186,474,832,840,902,245,264
2014-05-31,0,0,8.0,609,292,652,460,190,471,779,821,875,247,241
2014-06-01,0,0,7.4,574,287,645,461,190,512,715,802,850,243,216
2014-06-02,0,0,6.8,592,282,627,461,186,514,684,779,828,240,200
2014-06-03,0,0,5.9,633,273,600,456,184,500,651,753,800,240,192
2014-06-04,0,0,8.0,644,266,573,455,193,476,610,736,781,247,185
2014-06-05,0,0,9.1,617,263,558,462,202,452,587,726,770,255,174
2014-06-06,0,0,5.8,568,258,543,470,197,433,577,725,762,249,167
2014-06-07,0,0,10.7,550,250,525,481,197,416,561,720,754,255,159
2014-06-08,0,0,12.8,540,227,504,499,208,401,530,726,781,266,146
2014-06-09,0,0,14.2,505,207,485,525,213,384,504,767,820,271,137
2014-06-10,0,0,10.9,485,197,478,551,211,370,489,793,830,278,129
2014-06-11,0,0,10.5,464,190,470,569,215,360,474,800,819,280,121
2014-06-12,0,0,10.0,454,184,456,577,214,351,457,799,818,290,115
2014-06-13,0,0,10.4,449,181,445,577,213,342,425,799,818,299,112
2014-06-14,0,0,14.2,438,197,458,606,212,342,386,797,817,295,111
2014-06-15,0,0,15.7,435,234,470,630,207,340,366,789,812,294,114
2014-06-16,0,0,14.6,430,260,461,631,201,343,354,772,791,291,125
2014-06-17,0,0,20.1,430,259,442,619,198,338,341,747,773,293,149
2014-06-18,0,0,20.8,428,247,424,608,193,332,328,737,752,291,166
2014-06-19,0,0,22.8,425,238,417,595,188,227,317,724,733,281,162
2014-06-20,0,0,24.0,416,232,424,571,178,222,302,691,691,270,154
2014-06-21,0,0,21.5,410,217,434,542,175,217,286,635,633,262,136
2014-06-22,0,0,20.9,398,207,424,507,169,210,272,609,577,248,127
2014-06-23,0,0,19.5,393,201,410,480,165,204,261,568,551,239,119
2014-06-24,0,0,18.8,393,197,397,460,162,202,255,514,521,231,111
2014-06-25,0,0,21.4,393,187,387,433,158,200,244,487,496,224,105
2014-06-26,0,0,24.4,392,180,376,420,155,198,231,466,469,216,97
2014-06-27,0,0,22.8,389,171,367,405,152,194,215,444,445,211,90
2014-06-28,0,0,22.6,384,163,360,392,150,191,199,429,428,209,85
2014-06-29,0,0,19.2,380,156,352,383,150,188,181,410,417,210,79
2014-06-30,0,0,16.6,369,148,346,380,149,184,164,395,404,203,73
2014-07-01,0,0,13.4,368,144,339,383,148,181,147,382,393,205,68
2014-07-02,0,0,15.4,367,142,333,372,145,175,136,368,380,201,63
2014-07-03,0,0,15.5,367,141,327,364,143,169,132,357,365,199,60
2014-07-04,0,0,16.3,367,140,320,355,142,162,129,351,353,197,58
2014-07-05,0,0,17.2,367,137,314,348,140,153,127,339,343,194,54
2014-07-06,0,0,17.4,367,134,308,343,139,144,123,312,336,192,49
2014-07-07,0,0,18.6,366,130,302,337,138,135,119,301,324,190,46
2014-07-08,0,0,21.5,366,128,297,332,137,129,115,295,315,188,45
2014-07-09,0,0,22.9,366,126,294,329,136,126,111,287,309,189,46
2014-07-10,0,0,20.7,366,124,292,330,137,123,107,279,303,190,44
2014-07-11,0,0,19.7,365,121,292,331,136,121,102,273,299,190,42
2014-07-12,0,0,20.3,365,120,292,330,135,121,97,272,294,187,39
2014-07-13,0,0,22.0,365,119,292,326,134,120,94,274,290,184,35
2014-07-14,0,0,23.2,365,118,289,322,132,119,90,274,287,182,34
2014-07-15,0,0,23.6,364,117,286,320,133,119,87,274,285,187,32
2014-07-16,0,0,21.2,364,115,284,318,132,118,84,275,281,188,30
2014-07-17,0,0,18.5,363,114,282,318,131,118,82,275,277,182,29
2014-07-18,0,0,19.5,363,113,281,316,130,117,80,274,273,180,28
2014-07-19,0,0,16.2,363,112,289,311,130,117,83,272,271,183,30
2014-07-20,0,0,17.5,362,111,301,309,130,117,97,270,269,184,30
2014-07-21,0,0,17.2,360,110,300,308,130,117,114,269,267,186,28
2014-07-22,0,0,17.0,360,109,297,309,128,116,122,268,272,185,27
2014-07-23,0,0,17.6,359,108,291,310,127,115,122,268,278,182,26
2014-07-24,0,0,21.1,358,107,288,313,126,116,114,273,285,184,26
2014-07-25,0,0,19.3,357,106,289,313,128,117,110,278,291,191,25
2014-07-26,0,0,18.5,355,105,294,314,131,119,105,283,293,200,25
2014-07-27,0,0,18.2,351,104,296,328,133,121,101,287,296,192,25
2014-07-28,0,0,18.5,350,103,292,333,133,122,99,291,300,184,24
2014-07-29,0,0,20.0,350,103,287,328,131,123,98,291,299,195,25
2014-07-30,0,0,23.4,348,103,283,328,130,125,99,291,296,219,25
2014-07-31,0,0,16.9,347,103,281,362,131,125,105,293,307,264,24
2014-08-01,0,0,12.8,346,103,286,398,134,126,100,299,342,256,23
2014-08-02,0,0,15.7,346,103,289,439,134,126,96,328,361,224,23
2014-08-03,0,0,17.2,346,103,292,464,130,125,92,343,380,212,23
2014-08-04,0,0,16.0,345,103,295,435,128,125,88,361,375,205,23
2014-08-05,0,0,17.5,344,103,287,401,127,125,85,346,346,201,23
2014-08-06,0,0,17.6,344,103,279,376,126,124,82,322,323,198,22
2014-08-07,0,0,16.0,343,103,274,359,126,124,78,296,306,196,22
2014-08-08,0,0,13.8,342,103,270,347,125,124,75,270,295,196,21
2014-08-09,0,0,10.7,342,103,267,340,125,124,72,270,289,195,21
2014-08-10,0,0,11.6,340,103,267,336,125,123,69,270,282,195,20
2014-08-11,0,0,13.9,339,103,265,338,126,129,68,270,276,198,20
2014-08-12,0,0,10.2,338,103,264,352,132,130,72,274,281,202,20
2014-08-13,0,0,13.2,338,103,263,358,137,132,73,283,291,194,20
2014-08-14,0,0,15.5,337,103,263,373,137,142,75,289,311,196,20
2014-08-15,0,0,15.1,334,103,264,384,154,149,78,301,337,203,21
2014-08-16,0,0,13.1,333,103,264,383,151,149,77,304,345,194,21
2014-08-17,0,0,14.4,332,103,267,382,144,150,76,312,347,193,20
2014-08-18,0,0,14.1,330,103,273,374,142,151,84,324,337,197,20
2014-08-19,0,0,17.4,330,103,276,373,141,152,81,329,332,208,19
2014-08-20,0,0,15.8,330,103,275,374,143,152,81,323,333,207,19
2014-08-21,0,0,12.0,331,104,280,381,141,152,93,322,335,271,21
2014-08-22,0,0,8.7,331,107,279,402,141,154,97,325,343,260,24
2014-08-23,0,0,13.4,332,110,288,480,140,159,107,336,364,231,24
2014-08-24,0,0,12.7,332,112,294,501,138,161,110,348,400,222,24
2014-08-25,0,0,11.9,334,114,293,475,138,161,112,383,414,216,23
2014-08-26,0,0,13.0,334,114,291,455,137,160,113,387,400,214,23
2014-08-27,0,0,15.5,335,114,295,421,136,161,113,379,382,216,23
2014-08-28,0,0,13.5,336,114,318,409,134,169,116,361,364,218,27
2014-08-29,0,0,9.0,337,115,359,405,133,171,129,345,351,212,29
2014-08-30,0,0,6.8,338,115,383,391,132,171,161,335,343,206,29
2014-08-31,0,0,6.0,340,115,371,403,131,171,184,326,348,203,29
2014-09-01,0,0,12.2,340,116,352,411,131,174,210,332,376,197,29
2014-09-02,0,0,11.7,341,116,339,394,132,174,217,353,395,196,28
2014-09-03,0,0,8.8,342,116,324,384,133,175,204,371,398,196,28
2014-09-04,0,0,5.5,344,116,317,382,136,175,193,381,397,203,27
2014-09-05,0,0,3.6,346,113,310,384,142,177,182,381,407,210,27
2014-09-06,0,0,3.9,347,111,304,387,143,175,174,389,407,197,26
2014-09-07,0,0,3.5,348,109,299,388,140,175,169,391,403,193,26
2014-09-08,0,0,4.7,350,108,295,378,137,174,164,382,394,192,24
2014-09-09,0,0,3.0,350,107,292,365,135,174,160,374,376,197,23
2014-09-10,0,0,7.6,352,106,291,362,141,173,155,361,364,203,22
2014-09-11,0,0,6.8,352,106,291,376,148,173,148,356,360,210,21
2014-09-12,0,0,6.2,353,105,290,390,149,173,142,355,366,198,21
2014-09-13,0,0,4.7,353,106,290,389,149,174,134,357,374,196,21
2014-09-14,0,0,6.0,354,107,289,383,149,175,129,364,378,195,21
2014-09-15,0,0,8.1,357,107,297,389,160,176,133,371,386,225,23
2014-09-16,0,0,2.2,360,107,312,400,165,177,135,380,393,226,22
2014-09-17,0,0,4.1,362,107,321,422,159,179,136,382,401,209,23
2014-09-18,0,0,3.5,364,107,318,422,152,185,138,388,409,202,24
2014-09-19,0,0,9.8,365,107,311,410,149,189,148,391,409,203,24
2014-09-20,0,0,7.4,366,107,308,397,154,191,156,390,406,204,25
2014-09-21,0,0,2.1,366,107,305,390,156,192,162,389,402,205,26
2014-09-22,0,0,1.1,368,108,302,388,153,193,166,387,395,201,28
2014-09-23,0,10,1.7,369,109,298,383,150,193,160,382,389,200,29
2014-09-24,0,0,4.9,372,109,300,384,155,194,154,380,382,205,31
2014-09-25,0,0,0.2,375,110,306,398,174,197,151,384,391,231,31
2014-09-26,3,10,-1.2,376,111,309,411,171,198,152,387,391,211,33
2014-09-27,0,4,-1.0,378,113,313,419,159,199,153,394,389,201,33
2014-09-28,0,1,-2.6,379,117,310,398,155,200,155,386,386,197,34
2014-09-29,0,0,-3.0,380,122,305,384,6,201,156,381,382,195,34
2014-09-30,0,0,-1.9,380,122,301,374,6,203,156,372,370,195,35
2014-10-01,0,0,-1.6,382,118,298,367,6,202,152,363,359,194,1
2014-10-02,0,0,-0.5,382,118,299,359,147,200,149,349,349,194,45
2014-10-03,0,0,1.0,382,118,303,357,145,200,145,344,342,196,43
2014-10-04,0,0,-0.4,382,119,301,356,144,199,142,333,341,194,1
2014-10-05,0,0,1.3,382,119,299,355,143,198,139,329,338,192,1
2014-10-06,0,0,-0.6,382,119,299,354,142,196,137,328,336,193,39
2014-10-07,4,10,0.7,382,119,300,353,142,194,133,327,336,192,37
2014-10-08,0,0,0.5,382,116,299,354,142,193,130,325,335,190,1
2014-10-09,0,3,-0.7,382,115,299,352,141,192,129,323,334,189,1
2014-10-10,4,10,-2.8,383,114,298,351,140,191,129,321,332,187,1
2014-10-11,6,10,-3.1,383,113,296,347,138,194,128,320,328,185,33
2014-10-12,9,10,-1.3,383,112,293,345,138,195,128,312,325,185,1
2014-10-13,6,10,-0.4,383,111,291,342,137,195,128,307,322,186,32
2014-10-14,10,10,-4.6,384,110,12,338,133,195,128,297,318,183,32
2014-10-15,10,10,-11.3,384,121,275,344,128,195,128,290,306,182,30
2014-10-16,10,10,-9.6,384,118,266,345,130,194,129,283,291,182,28
2014-10-17,12,10,-8.3,384,122,287,344,128,194,126,278,285,182,27
2014-10-18,12,10,-13.2,384,121,332,334,129,193,123,278,286,177,26
2014-10-19,13,10,-12.3,384,119,312,320,125,193,128,273,279,309,25
2014-10-20,13,10,-17.8,385,119,292,312,122,192,139,264,265,325,25
2014-10-21,13,10,-10.8,387,128,282,312,126,191,143,270,239,344,26
2014-10-22,15,10,-3.3,387,134,281,299,130,191,143,266,221,340,27
2014-10-23,16,10,-13.0,388,134,292,291,135,190,141,202,196,331,27
2014-10-24,17,10,-18.4,388,134,297,301,136,189,140,184,223,324,28
2014-10-25,17,10,-16.6,387,134,297,308,138,188,139,181,260,318,28
2014-10-26,17,10,-10.5,387,134,297,312,145,187,137,181,257,315,29
2014-10-27,18,10,-5.8,388,134,301,306,153,186,136,183,277,320,28
2014-10-28,25,10,-11.0,388,134,303,354,154,185,135,185,310,322,28
2014-10-29,25,10,-11.2,386,134,304,437,157,184,133,188,321,316,28
2014-10-30,26,10,-6.3,386,134,308,365,159,182,133,205,336,314,30
2014-10-31,25,10,-5.5,386,136,310,315,160,181,134,214,350,311,30
2014-11-01,27,10,-8.1,386,136,312,318,161,181,135,246,362,312,30
2014-11-02,31,10,-4.2,384,136,312,375,162,181,134,276,360,310,29
2014-11-03,33,10,-3.1,384,135,312,482,166,180,134,297,367,306,30
2014-11-04,35,10,-12.5,383,134,313,517,169,179,133,302,366,299,29
2014-11-05,35,10,-20.6,382,132,313,486,171,179,133,305,370,292,29
2014-11-06,35,10,-4.6,381,132,311,499,173,179,132,306,366,288,30
2014-11-07,30,10,-0.2,380,132,309,508,179,178,132,306,364,284,28
2014-11-08,28,10,-5.0,379,132,311,496,181,178,131,306,363,278,28
2014-11-09,28,10,-21.8,378,132,314,459,186,177,131,306,371,272,28
2014-11-10,28,10,-14.0,377,132,314,463,192,176,130,309,371,269,28
2014-11-11,30,10,-17.9,376,132,311,484,196,176,130,310,357,267,28
2014-11-12,31,10,-9.0,375,132,309,464,205,176,130,310,353,266,29
2014-11-13,31,10,-14.5,374,132,308,435,207,175,130,309,353,265,30
2014-11-14,29,10,-4.9,373,132,308,445,213,175,129,307,353,264,30
2014-11-15,31,10,-12.3,373,132,308,442,214,174,129,306,351,263,30
2014-11-16,31,10,-10.2,372,132,308,439,211,174,129,306,350,263,32
2014-11-17,32,10,-12.8,372,132,308,444,209,174,129,306,349,262,31
2014-11-18,34,10,-18.3,370,132,309,437,209,173,128,306,346,260,31
2014-11-19,32,10,-23.2,370,132,310,428,207,172,128,306,342,258,31
2014-11-20,33,10,-21.9,370,132,310,427,205,172,128,305,339,256,31
2014-11-21,33,10,-20.9,370,132,310,424,205,171,128,305,338,254,31
2014-11-22,35,10,-8.9,368,131,309,427,202,171,127,305,338,252,30
2014-11-23,35,10,-20.8,368,131,310,427,195,170,127,302,337,250,30
2014-11-24,36,10,-22.5,367,131,310,427,189,170,127,297,335,247,31
2014-11-25,40,10,-28.1,367,131,310,424,187,170,126,294,335,244,30
2014-11-26,39,10,-38.8,367,131,310,420,185,170,126,293,335,242,30
2014-11-27,39,10,-33.3,365,131,308,416,183,170,126,289,335,240,29
2014-11-28,40,10,-26.7,365,131,308,411,180,169,126,289,334,238,29
2014-11-29,40,10,-33.7,364,131,308,406,178,169,126,287,333,237,29
2014-11-30,40,10,-32.3,364,131,308,400,176,169,125,287,331,236,29
2014-12-01,41,10,-30.9,364,131,307,397,173,169,125,287,331,235,29
2014-12-02,41,10,-27.5,363,131,307,395,171,169,125,287,329,234,28
2014-12-03,41,10,-26.7,363,131,306,390,169,169,124,287,328,233,29
2014-12-04,41,10,-28.3,363,131,306,387,167,169,124,287,326,232,30
2014-12-05,41,10,-29.5,363,131,305,383,166,168,123,287,324,231,29
2014-12-06,41,10,-31.8,363,131,303,380,164,168,123,284,321,230,29
2014-12-07,41,10,-28.9,363,131,303,377,161,168,122,281,318,229,29
2014-12-08,41,10,-29.6,363,131,303,372,159,168,122,274,317,228,28
2014-12-09,41,10,-33.7,363,131,302,371,157,168,122,274,315,227,28
2014-12-10,41,10,-30.5,363,131,302,368,155,167,121,272,314,226,28
2014-12-11,41,10,-40.6,362,131,301,366,153,167,121,271,312,226,29
2014-12-12,42,10,-28.0,362,131,300,364,150,166,121,270,308,226,28
2014-12-13,43,10,-25.5,362,131,299,362,149,166,120,267,306,225,27
2014-12-14,45,10,-28.4,362,131,298,361,149,165,120,267,304,224,28
2014-12-15,46,10,-22.1,362,131,298,358,149,165,120,271,303,223,27
2014-12-16,48,10,-11.5,362,131,298,357,148,165,120,273,302,223,27
2014-12-17,49,10,-16.4,362,131,298,355,148,165,120,274,301,222,27
2014-12-18,50,10,-18.3,362,131,297,356,145,165,120,276,300,222,27
2014-12-19,50,10,-21.9,362,131,297,356,146,164,119,280,300,222,26
2014-12-20,53,10,-10.1,362,131,297,355,144,164,119,285,299,221,26
2014-12-21,53,10,-7.1,362,131,297,355,146,164,119,286,298,221,26
2014-12-22,54,10,-22.2,362,131,296,352,147,164,119,286,297,220,27
2014-12-23,55,10,-12.7,362,131,295,351,146,164,119,287,296,220,26
2014-12-24,53,10,-8.7,362,131,295,351,146,164,119,288,296,219,25
2014-12-25,53,10,-5.6,362,131,295,350,145,164,119,288,295,219,25
2014-12-26,54,10,-8.2,362,131,295,350,144,164,119,288,295,219,25
2014-12-27,54,10,-5.7,362,131,295,350,145,164,118,288,295,218,25
2014-12-28,56,10,-5.0,362,131,295,349,145,163,118,287,294,218,26
2014-12-29,57,10,-14.5,362,131,295,348,143,163,118,286,292,218,25
2014-12-30,57,10,-26.0,362,131,295,347,139,163,117,286,290,217,25
2014-12-31,57,10,-32.2,362,131,295,346,137,163,117,286,290,217,25
2015-01-01,57,10,-32.1,362,131,294,344,144,163,117,288,290,216,25
2015-01-02,59,10,-21.6,362,131,294,343,144,163,117,289,288,216,26
2015-01-03,63,10,-14.2,361,131,294,342,144,163,117,289,286,216,25
2015-01-04,63,10,-29.5,361,131,295,340,143,163,116,290,284,215,25
2015-01-05,63,10,-29.4,361,131,295,337,142,163,116,290,284,215,25
2015-01-06,63,10,-19.9,361,131,295,336,141,162,116,290,283,215,25
2015-01-07,65,10,-21.5,361,131,295,336,139,162,116,290,282,215,25
2015-01-08,67,10,-20.3,361,131,296,336,138,162,115,291,280,215,24
2015-01-09,68,10,-24.1,360,131,296,336,137,162,115,291,279,215,24
2015-01-10,68,10,-12.8,360,131,296,336,136,162,115,292,278,215,24
2015-01-11,68,10,-13.7,360,131,297,335,136,162,114,294,278,214,25
2015-01-12,68,10,-25.7,360,131,297,335,136,162,114,294,278,214,24
2015-01-13,67,10,-39.7,360,131,297,335,137,162,113,294,278,214,23
2015-01-14,67,10,-39.8,360,131,297,335,136,162,113,294,278,214,24
2015-01-15,67,10,-33.6,359,131,297,335,136,161,113,294,278,214,24
2015-01-16,67,10,-29.1,359,131,296,336,134,161,112,294,278,213,22
2015-01-17,67,10,-24.5,359,131,296,336,134,161,112,294,278,213,23
